Nomor_Mitra,ID_Posisi,Nama_Posisi,Nama_Mitra,Nama_Kegiatan,Kuota_Posisi,Lokasi_Bekerja,Tipe_Aktivitas,URL_Logo,Mulai_Periode,Berakhir_Periode,Mulai_Pendaftaran,Berakhir_Pendaftaran,SKS_Diberikan,Kode_Lokasi,ID_Mitra,Kegiatan_Bersertifikat
1099,bfd410d2-74c6-11ed-b73d-f24ca90833fc,HR Specialist,Huawei,Huawei Roll Out & Manage Service Internship,4,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d9158ede-a886-4d35-85d2-d71779d89cae.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,20f87c97-71f0-4bb0-a591-ed22c767891d,True
1100,80b1b0ab-6fb9-11ed-b6f6-62d54cabf853,HR System & Analytics,Surya Citra Media - EMTEK Group,SIP (SCM Internship Program),3,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,016000,b409663d-e067-46e0-81d9-eb4fff33f45f,True
1101,1a4a4f4e-7f54-11ed-b2f3-c6fe83fcca68,HR - Talent Acquisition,Sinar Mas Mining,TechConnect HackStudent Program,8,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b34f72f2-4dfc-40ab-be1b-a56d7ff4ba93.png,2023-02-16T07:00:00+07:00,2023-06-26T07:00:00+07:00,2022-12-19T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,dede6cf1-9d1e-4be8-8592-e656925265a0,True
1102,b20e9ec6-6a26-11ed-8ebe-a6bfdab34a31,HR Technology Officer,Garment Manufacturing,PAN 8 Sragen Internship Program (PSIP),2,Kab. Boyolali,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_657b3206-5540-4a88-ad4d-ca1247cd5f2f.png,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-11-21T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,030900,7e6a4c10-aca9-4b78-89d5-7a56baf5c15e,True
1103,8bf923da-619a-11ed-b3d1-4eaca8c1bf53,HR Training Coordinator,PT. AEON INDONESIA,Apprenticeship AEON Retail Sentul Branch,3,"Sentul, Bogor",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png,2023-02-16T07:00:00+07:00,2023-06-22T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,aca44337-020b-460d-b69c-cd586f6297bc,True
1104,202348c1-6193-11ed-aaab-4a119f027d25,HR Training Coordinator,PT. AEON INDONESIA,Apprenticeship AEON Retail Jakarta Garden City Branch,3,"Cakung, Jakarta Timur",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png,2023-02-16T07:00:00+07:00,2023-06-22T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,aca44337-020b-460d-b69c-cd586f6297bc,True
1105,7a41d68d-61a3-11ed-b3d1-4eaca8c1bf53,HR Training Coordinator,PT. AEON INDONESIA,Apprenticeship AEON Retail Tanjung Barat Branch,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png,2023-02-16T07:00:00+07:00,2023-06-22T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016300,aca44337-020b-460d-b69c-cd586f6297bc,True
1106,12bf15f7-6172-11ed-9958-e6768c594c9c,HR Training Coordinator,PT. AEON INDONESIA,Apprenticeship AEON Retail BSD Branch,10,"Tangerang, Banten",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png,2023-02-16T07:00:00+07:00,2023-06-22T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,aca44337-020b-460d-b69c-cd586f6297bc,True
1107,bbff1a82-55ae-11ed-9b1f-3642855f7e03,HSE Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,True
1108,fc90aff7-7f3e-11ed-b2f3-c6fe83fcca68,HSE Risk Management,Berau Coal,13 : BeHIRA Enhancement,3,Kab. Berau,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2ff77b56-98de-4831-a033-f819bb3d605c.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-18T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,160300,ec0dd4db-c8de-4171-8079-46070738ce4a,True
1109,3374387f-654c-11ed-8642-0ec0e2c26b07,HTML Designer Intern,Erajaya,Lets Grow with Erajaya,1,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b68b978-babc-4555-b29d-ac9ca4fe7af5.png,2023-02-16T07:00:00+07:00,2023-06-16T07:00:00+07:00,2022-12-23T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016200,a748af00-6fc5-44c8-a820-fda83886973c,True
1110,7c9c06b4-8106-11ed-bcd8-aa76604f701e,Human Capital,Bank Danamon,Danamon Apprenticeship Program,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_eb673130-fd5c-4289-8a4b-f263460c9494.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-26T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,4fe86c18-31b5-4adf-a5cf-1c9fb8386f52,True
1111,4eed0e3c-6efd-11ed-8b84-22d0c8df9d48,Human Capital Communication,Bank BRI,Human Capital Development Ranger,2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016000,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,True
1112,7be55d35-8074-11ed-b375-2603a0457f29,Human Capital Database,Bank Syariah Indonesia atau BSI,Sharia Banking Project,5,Kota Jakarta Pusat & 10 Kantor Region Office BSI,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_64befc04-9085-48bb-8480-c94c6a36a9b4.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,22d8f215-4ba0-4596-9fc8-4e2a2107101e,True
1113,09f5cfec-6efb-11ed-9cff-0278cb7f6574,Human Capital Generalist (Head Office),Bank BRI,Human Capital Development Ranger,5,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016000,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,True
1114,113503ab-6efc-11ed-8b84-22d0c8df9d48,Human Capital Generalist (Regional Office),Bank BRI,Human Capital Development Ranger,36,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016000,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,True
1115,593d8bd3-6a42-11ed-aad2-c63f61abb566,Human Capital Intern ,Indomaret,Indomaret Group Intern Program  (Batch 4) ,10,Indomaret Head Office (Menara PIK) & Indomaret Cabang ,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b94d90b2-07be-4680-bbbf-dbb6b2c0f160.png,2023-02-10T07:00:00+07:00,2023-06-09T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,56ae1405-fc72-4dee-a6e7-a0e5e68604a1,True
1116,8580a3c8-60b4-11ed-aaab-4a119f027d25,Human Capital – People & Organizational Development Analyst - Jakarta (Head Office),ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,2023-02-20T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016100,631c1888-6d99-43db-bfff-086dafc150c3,True
1117,6d188ede-616d-11ed-aaab-4a119f027d25,Human Capital  - Training & Development - Jakarta (Head Office),ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,2,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,2023-02-20T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016100,631c1888-6d99-43db-bfff-086dafc150c3,True
1118,d11505cf-6fbd-11ed-b6f6-62d54cabf853,Human Resource Management,PT Petrokimia Gresik,Petrokimia Undergraduate Apprenticeship Program Cycle 4,3,Kab. Gresik,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_87fed9ce-8cc7-4c55-8727-1c02a5030d20.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-06T07:00:00+07:00,20,050100,bc27aac3-8e3f-4016-9b18-cdbfa26746d8,True
1119,040986f0-6efb-11ed-86a1-563600033649,Human Resource Officer,Solo Technopark,Strategic Taskforce Pengembangan Role Model Technopark Nasional,3,Kota Surakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9dc50109-6499-4b1d-ad4d-eb471090c6f6.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-10T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,036100,0df2977a-0d02-45c9-ae59-5530a64acfed,True
1120,1c97e813-569c-11ed-a8eb-9a9247092b05,Human Resources,HAKKA INDONESIA OFFICIAL,"Digital Talent for TikTok Content Creation, Live Streaming Shop, and Learning Development - Hakka Indonesia",3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_3c9577c5-1bb5-4b33-ae09-7865579651be.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016300,a0738820-ef75-4c0b-b128-4d70a88ef213,True
1121,a4ce289e-719d-11ed-b6f7-86f9589d528b,Human Resources,Suitmedia,Suitmedia National Internship Program 2023,4,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_a81e2a5b-5e10-4a12-9561-3c627723e77f.png,2023-02-01T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-08T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,8bbe4d2b-fcb8-4bc3-a414-4393f5cb0d1b,True
1122,7c9d60dc-6b0c-11ed-a22e-c63f61abb566,Human Resources Administrator,Widya Robotics,"Learning Management di Startup Artificial Intelligence, IoT, dan Robotika",2,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ac92522e-1227-497a-bb7c-6783e41bb299.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,040200,93cf8c69-e6cc-423b-a011-695680382291,True
1123,11b9ebec-64d1-11ed-b74d-2af064b3727d,Human Resources and General Affairs Officer,The Farmhill,Youth Agrigator Internship Program 2,6,Kota Semarang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_0ccd522c-aaf8-4e7f-b5c0-3f2c9b3f09b0.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,036300,f0e8728d-6dc7-4cf5-84fb-6d1a47950232,True
1124,f0231d8b-6acc-11ed-a781-f69d568c6c8e,Human Resources Business Partner,PT Bumitama Gunajaya Agro,Officer Development Program,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,8816b5f5-7f39-459c-ba0c-86996423c5e5,True
1125,f3b47850-70af-11ed-83e6-668d7502ff5d,Human Resources Development,ELZATTA DAUKY,Peran Gen Z untuk Indonesia,5,"Kec. Bandung Kulon, Kota Bandung, Jawa Barat",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_f4582b8f-c088-4d57-95d8-9a370f5c9224.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-12-01T07:00:00+07:00,2022-12-31T07:00:00+07:00,20,,5fb33177-7656-4eac-b184-9a187592a4e4,True
1126,80c56603-73d1-11ed-a0dc-b2d858cc7bd2,Human Resources Division -  Employee Relation Intern,Toyota Indonesia,Toyota Internship Program,1,"Sunter, Jakarta Utara & Karawang, Jawa Barat",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9ec83d03-8bed-47be-94f2-60e034c180c4.png,2023-02-08T07:00:00+07:00,2023-08-07T07:00:00+07:00,2022-12-19T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,52ec1191-2559-49fb-972c-abef2629cdbc,True
1127,ca167c1c-73d0-11ed-92a5-1a198d2f4c14,Human Resources Division -  Labor Cost & Compensation Intern,Toyota Indonesia,Toyota Internship Program,1,"Sunter, Jakarta Utara & Karawang, Jawa Barat",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9ec83d03-8bed-47be-94f2-60e034c180c4.png,2023-02-08T07:00:00+07:00,2023-08-07T07:00:00+07:00,2022-12-19T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,52ec1191-2559-49fb-972c-abef2629cdbc,True
1128,3ca64c62-73d1-11ed-a0dc-b2d858cc7bd2,Human Resources Division -  Talent Management & People Analytic Intern,Toyota Indonesia,Toyota Internship Program,1,"Sunter, Jakarta Utara & Karawang, Jawa Barat",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9ec83d03-8bed-47be-94f2-60e034c180c4.png,2023-02-08T07:00:00+07:00,2023-08-07T07:00:00+07:00,2022-12-19T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,52ec1191-2559-49fb-972c-abef2629cdbc,True
1129,061a7ec4-7089-11ed-83e6-668d7502ff5d,Human Resources Intern,Reckitt Indonesia,Commercial Internship,15,Kota Jakarta Selatan,OFFLINE,,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-19T07:00:00+07:00,20,016300,3b5da4a2-0ec6-47e5-aeb5-eea9492b979f,True
1130,493b9961-543f-11ed-9954-8e5ae7ce8135,Human Resources Intern,Nusantara Infrastructure,Nusantara All Division ,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_38539944-f328-4d58-bef3-1d8a97f607e4.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-02-11T07:00:00+07:00,20,,33c404bb-b227-4a65-85dc-9fe9cf434e1e,True
1131,e7abf53d-6f70-11ed-9cff-0278cb7f6574,Human Resources Officer,IDCloudHost,Shaping A Cloud Digital Professional's Character (Sukabumi),3,Kab. Sukabumi,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9c53001e-2c95-4566-a346-33b39d8c37da.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-16T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,020600,82e706c8-0da1-4aae-8901-34de2c3f8fd1,True
1132,3ac38e8d-9576-11ed-ac60-bae331a4e0b9,Human Resources Operations,Reckitt Indonesia,Quality Internship,2,"Cileungsi, Jawa Barat",OFFLINE,,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-19T07:00:00+07:00,20,,3b5da4a2-0ec6-47e5-aeb5-eea9492b979f,True
1133,519f27ec-926d-11ed-9466-1af61ccc8f93,Humas dan Perizinan Penyiaran (Corporate Secretary),Surya Citra Media - EMTEK Group,SIP (SCM Internship Program),1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,016000,b409663d-e067-46e0-81d9-eb4fff33f45f,True
1134,c7491688-9293-11ed-a869-525c2bf5f81c,"Humas, Perizinan Penyiaran, Urusan Perusahaan Tbk (Corporate Secretary)",Surya Citra Media - EMTEK Group,SIP (SCM Internship Program),1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,016000,b409663d-e067-46e0-81d9-eb4fff33f45f,True
1135,e97d1ef7-8091-11ed-bf55-e28bf6b6d14d,IFRA - Marketing Communication Officer,Kompas Gramedia,"Kompas Gramedia - Dyandra: MICE (Meetings, Incentives, Conferences, Exhibitions) ",2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-26T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016000,c8bece01-8738-4a37-90f9-3d0302da1cd7,True
1136,bbf72f36-8092-11ed-bcd8-aa76604f701e,IFRA - Operational Officer,Kompas Gramedia,"Kompas Gramedia - Dyandra: MICE (Meetings, Incentives, Conferences, Exhibitions) ",1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-26T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016000,c8bece01-8738-4a37-90f9-3d0302da1cd7,True
1137,2b61a2eb-8091-11ed-82a8-2615bc75a6a3,IFRA - Sponsorship and Sales Officer,Kompas Gramedia,"Kompas Gramedia - Dyandra: MICE (Meetings, Incentives, Conferences, Exhibitions) ",2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-26T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016000,c8bece01-8738-4a37-90f9-3d0302da1cd7,True
1138,897a7bea-8099-11ed-bcd8-aa76604f701e,IIMS Surabaya - Graphic Designer,Kompas Gramedia,"Kompas Gramedia - Dyandra: MICE (Meetings, Incentives, Conferences, Exhibitions) ",1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-26T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016000,c8bece01-8738-4a37-90f9-3d0302da1cd7,True
1139,8bef8b6d-809b-11ed-b098-f6e17ff1bedb,IIMS Surabaya - Operational & Production Officer,Kompas Gramedia,"Kompas Gramedia - Dyandra: MICE (Meetings, Incentives, Conferences, Exhibitions) ",2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-26T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016000,c8bece01-8738-4a37-90f9-3d0302da1cd7,True
1140,91ee9d28-8098-11ed-b098-f6e17ff1bedb,IIMS Surabaya - Program Officer,Kompas Gramedia,"Kompas Gramedia - Dyandra: MICE (Meetings, Incentives, Conferences, Exhibitions) ",2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-26T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016000,c8bece01-8738-4a37-90f9-3d0302da1cd7,True
1141,fdf6c248-809a-11ed-b375-2603a0457f29,"IIMS Surabaya - Promotion, Social Media & Media Relation",Kompas Gramedia,"Kompas Gramedia - Dyandra: MICE (Meetings, Incentives, Conferences, Exhibitions) ",2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-26T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016000,c8bece01-8738-4a37-90f9-3d0302da1cd7,True
1142,6ecd06f6-809a-11ed-bcd8-aa76604f701e,IIMS Surabaya - Sales and Sponsorship Officer,Kompas Gramedia,"Kompas Gramedia - Dyandra: MICE (Meetings, Incentives, Conferences, Exhibitions) ",2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-26T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016000,c8bece01-8738-4a37-90f9-3d0302da1cd7,True
1143,5c38f761-7f60-11ed-b9d2-ae9e72da6bb1,Illustrator,Sebangku Games,Aktivitas 2 -  MARICA; Platform Pembelajaran Berbasis Gamifikasi,4,Kota Yogyakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_57bf2cf6-61e6-45b0-9d84-47610a22952b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2023-01-10T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,046000,a79ed31b-6180-41a7-87ce-9727630f5361,True
1144,e1a8005c-7f52-11ed-bfb0-2615bc75a6a3,Illustrator ,Sebangku Games,Aktivitas 1 -  Pengembangan Platform Pembelajaran Literasi Anak,6,Kota Yogyakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_57bf2cf6-61e6-45b0-9d84-47610a22952b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2023-01-10T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,046000,a79ed31b-6180-41a7-87ce-9727630f5361,True
1145,c5ff27c7-642b-11ed-a83c-3a4baf24a13a,Illustrator Intern,Zenius,Zenius Professionals Practice Program Angkatan 4,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-22T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,016300,261f4d66-aa98-41a5-a213-a079764411a7,True
1146,217f463f-6eb7-11ed-9cff-0278cb7f6574,Ilmu Komunikasi,Bank BRI,EMBRIO - BRI Innovation Management,1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016000,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,True
1147,edee2053-7063-11ed-83e6-668d7502ff5d,Ilustrator,Citiasia Inc.,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,4,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53530d4e-b597-4989-ba93-d03aeb8da921.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-29T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,1d463f4f-bcd8-4125-87a9-e0c00f5328dc,True
1148,694781bc-6714-11ed-98f0-d6bd1ff96cc1,Impact and Sustainable Officer,Rahsa Nusantara,Magang Lestari untuk Bumi dan Negeri Project,3,Kota Bandung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ccce4034-bb99-41f4-a031-6937064f5d3a.png,2023-02-16T07:00:00+07:00,2023-07-14T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,026000,66c77515-2e44-4273-82d4-2fbf96dbd52b,True
1149,fd57a55c-4ec8-11ed-b2b6-aa3c93767607,Implementator,PT.Garuda Cyber Indonesia, Technology-savvy young generation (Pekanbaru)  ,5,Kota Pekanbaru,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b06d82b0-54ff-4f34-8baf-1622884d7835.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-17T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,096000,e60fe502-36d3-41a4-971b-b77d1d8239a1,True
