Nomor_Mitra,ID Posisi,Nama Posisi,Nama Mitra,Nama Kegiatan,Quota Posisi,Lokasi Bekerja,Tipe Aktivitas,URL Logo,Mulai Periode,Berakhir Periode,Mulai Pendaftaran,Berakhir Pendaftaran,SKS Diberikan,Kode Lokasi,ID Mitra,Kegiatan Bersertifikat
610,f9b40880-616a-11ed-b3d1-4eaca8c1bf53,Operation Development CAS (Caroline Selection) - Autopedia (Jakarta),ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016100,631c1888-6d99-43db-bfff-086dafc150c3,True
611,a81a94c8-6fc1-11ed-8b84-22d0c8df9d48,Operation Engineer,Surya Citra Media - EMTEK Group,SIP (SCM Internship Program),2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,2023-02-01T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-01T07:00:00+07:00,20,016000,b409663d-e067-46e0-81d9-eb4fff33f45f,True
612,c3385cc1-6b08-11ed-8225-d61b0e2692e7,Operation & IT Management Office Officer,Bank CIMB Niaga,"Pengukuhan metode pengukuran productivity pada unit kerja Proofing, Rekonsiliasi dan Custody Operations",4,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_de215b33-560a-4fc0-b322-6d9cc3b3a0b1.png,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016300,7ee6d215-9ad2-4565-81c1-555e8efb1360,True
613,ae3fe61a-55c1-11ed-a8a3-d299d3302380,Operation & Proses Analyst,Nusantara Infrastructure,Efisiensi & Optimasi dalam Pengelolaan Perusahaan Pelayanan Air Bersih,2,Kab. Serang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_38539944-f328-4d58-bef3-1d8a97f607e4.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,33c404bb-b227-4a65-85dc-9fe9cf434e1e,True
614,d7c305fe-6197-11ed-a376-0e835ac0e5ce,Operation Ratail,PT. AEON INDONESIA,Apprenticeship AEON Retail Sentul Branch,12,"Sentul, Bogor",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png,2023-02-16T07:00:00+07:00,2023-06-22T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,aca44337-020b-460d-b69c-cd586f6297bc,True
615,a909a65e-616d-11ed-9380-320b4c7afbe7,Operation Retail,PT. AEON INDONESIA,Apprenticeship AEON Retail Jakarta Garden City Branch,12,"Cakung, Jakarta Timur",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png,2023-02-16T07:00:00+07:00,2023-06-22T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,aca44337-020b-460d-b69c-cd586f6297bc,True
616,258cb44a-619f-11ed-988f-e6768c594c9c,Operation Retail,PT. AEON INDONESIA,Apprenticeship AEON Retail Tanjung Barat Branch,8,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png,2023-02-16T07:00:00+07:00,2023-06-22T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016300,aca44337-020b-460d-b69c-cd586f6297bc,True
617,bf159360-616d-11ed-a376-0e835ac0e5ce,Operation Retail,PT. AEON INDONESIA,Apprenticeship AEON Retail BSD Branch,8,"Tangerang, Banten",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_7f56cfa2-7e7c-4ee6-a643-432a187e674f.png,2023-02-16T07:00:00+07:00,2023-06-22T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,aca44337-020b-460d-b69c-cd586f6297bc,True
618,22b065ee-6fd9-11ed-83fd-7e8ddab09462,Ops. Real Estate Intern,Shipper,Shipper Academy Internship Program Season 2.0,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b76494ae-980d-4a68-9115-38613dc21698.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-09T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,648a1e21-4b5d-4a2c-b02e-2ead74eae085,True
619,36ec82e3-700b-11ed-83fd-7e8ddab09462,Ops. Relationship Intern,Shipper,Shipper Academy Internship Program Season 2.0,10,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b76494ae-980d-4a68-9115-38613dc21698.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-09T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,648a1e21-4b5d-4a2c-b02e-2ead74eae085,True
620,9f618c7c-7009-11ed-ab38-feb214c74b66,Ops. Transport Intern,Shipper,Shipper Academy Internship Program Season 2.0,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b76494ae-980d-4a68-9115-38613dc21698.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-09T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,648a1e21-4b5d-4a2c-b02e-2ead74eae085,True
621,1d03e22a-6fb1-11ed-83fd-7e8ddab09462,Organization & Development  Intern,Bluebird Group,Belajar Birdsama Bluebird,2,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344c87cc-627d-46d8-a4cb-650b8e73d167.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-23T07:00:00+07:00,2023-01-13T07:00:00+07:00,20,,ac1f94db-56fa-4a5c-8cfa-5c6c67b3f1fb,True
622,956071e2-55c6-11ed-adef-fa00dd4e79e4,Organization Development Officer,Trans Retail Indonesia,Learning Management di Head Office,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_46424d48-bf41-43aa-89dd-e8702beb2f80.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,0ec1e3dd-b754-435e-9308-8b77ce0dc15b,True
623,0d75abf7-6a44-11ed-aad2-c63f61abb566,Organization Development Officer,PT Bumitama Gunajaya Agro,Officer Development Program,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,8816b5f5-7f39-459c-ba0c-86996423c5e5,True
624,165dd15f-6c99-11ed-9738-0278cb7f6574,ORGANIZATION DEVELOPMENT SPECIALIST,Alfamart,Performance Management & Data Analyst,1,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-25T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,286100,313a80ac-21da-47fe-a999-e9d82b912be2,True
625,d3db5ea6-81b9-11ed-838e-727c8458646b,Partnership,VOCASIA,Vocasia Internship Professional Edutech Program,10,Kota Jakarta Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_47596fd8-2b46-4ad8-8a00-392d7c8107a2.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-12-28T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016400,77cde2f6-fa33-4932-8847-83b3414b1877,True
626,5f9df4f6-6ad0-11ed-931a-a6bfdab34a31,Partnership Administration Officer,PT Bumitama Gunajaya Agro,Officer Development Program,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,8816b5f5-7f39-459c-ba0c-86996423c5e5,True
627,2da1b84e-6fb5-11ed-ab38-feb214c74b66,Partnership and Marketing,YHC QuIP (Quality Internship Program),Improving Performance Skill Through Project Management,10,Batola dan Banjarmasin Kalimantan Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_36c92668-9a5e-4ef2-89e6-717e1c387010.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,054b69c6-e415-4e06-be7f-491f672a68b0,True
628,23a0ec14-70c4-11ed-aa1c-260399e19f34,Partnership Intern,Shipper,Shipper Academy Internship Program Season 2.0,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b76494ae-980d-4a68-9115-38613dc21698.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-09T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,648a1e21-4b5d-4a2c-b02e-2ead74eae085,True
629,9493f4f6-64e3-11ed-b74d-2af064b3727d,Partnership Intern,Orbit Future Academy, Orbit 4 Indonesia Internship Program,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_58c94cca-97a8-4618-a010-5296281e0222.jpg,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-10T07:00:00+07:00,20,016300,0be8abbc-2642-42b4-9ca5-4d33f4704a94,True
630,8997196d-604c-11ed-b3af-8a7c8006de3f,Partnership Intern,Zenius,Zenius Professionals Practice Program Angkatan 4,2,Kota Jakarta Selatan,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-22T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,016300,261f4d66-aa98-41a5-a213-a079764411a7,True
631,8d67430d-618d-11ed-9380-320b4c7afbe7,Partnership Officer - Autopedia (Jakarta),ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016100,631c1888-6d99-43db-bfff-086dafc150c3,True
632,9873a407-55aa-11ed-b209-b250481d78c3,Partnership & Reseller Channel Management Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,True
633,517feac0-6fbd-11ed-a7a1-0278cb7f6574,PD/ Switcherman (Facility and Supporting),Surya Citra Media - EMTEK Group,SIP (SCM Internship Program),6,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,2023-02-01T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-01T07:00:00+07:00,20,016000,b409663d-e067-46e0-81d9-eb4fff33f45f,True
634,e264a4aa-6f22-11ed-8b84-22d0c8df9d48,Pendampingan Literasi Berbasis Proyek Bercerita/Storytelling,SEAMEO QITEP in Language,Magang Pendamping Klub Literasi Sekolah,16,Sekolah Mitra Jenjang SMA/SMK/SMP Sederajat di Indonesia,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9b2751e4-c96e-4f13-aba5-1e14b6c0f180.jpg,2023-02-16T07:00:00+07:00,2023-06-16T07:00:00+07:00,2023-01-04T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,0ebf66ce-5f39-4009-befc-09b0d7902f71,True
635,ac0d9c6a-655a-11ed-86a5-72953e81fc60,Pendamping Kewirausahaan,Dinas Koperasi dan UKM DIY,Magang Bersertifikat Pendampingan Koperasi dan Pelaku Usaha DIY,10,Daerah Istimewa Yogyakarta,OFFLINE,,2023-02-01T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-02T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,b6aaf822-cf5a-4072-9642-665e6343bb42,True
636,6d387df9-6559-11ed-840e-9a7ed5513e9d,Pendamping Koperasi,Dinas Koperasi dan UKM DIY,Magang Bersertifikat Pendampingan Koperasi dan Pelaku Usaha DIY,10,Daerah Istimewa Yogyakarta,OFFLINE,,2023-02-01T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-02T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,b6aaf822-cf5a-4072-9642-665e6343bb42,True
