id,name,activity_name,quotas
908485a7-6ca3-11ed-934e-964ca1abcf1b,B2B STORE SUPPORT,Monitoring Order Online,3
75af1a20-64e2-11ed-b5cc-0a223dcf0f66,B2C Customer Success Intern, Orbit 4 Indonesia Internship Program,2
2d0f39bb-706a-11ed-b6f6-62d54cabf853,Backend Developer,Vocasia Internship Professional Edutech Program,5
0b658e26-6ff9-11ed-83fd-7e8ddab09462,BackEnd Developer, Project-Based Learning Internship Bangbeli,3
200201e1-750c-11ed-b175-b2d858cc7bd2,Backend Developer Intern,BNI Digital Talent Thematic Internship,10
5356b013-6046-11ed-b7c7-aaf123262558,Bahasa Indonesia Subject Research Intern,Zenius Professionals Practice Program Angkatan 4,2
154d586e-6c74-11ed-934e-964ca1abcf1b,BCA Young Innovators (BYON),BCA Young Innovators (BYON),1
aa114d85-55ad-11ed-9b1f-3642855f7e03,Bid Management B2B Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),3
cd416f03-6047-11ed-bb63-2e0edbdc1ce0,Biology Subject Research Intern,Zenius Professionals Practice Program Angkatan 4,1
24e2ef0e-600b-11ed-bb63-2e0edbdc1ce0,Brand and Campaign Intern,Zenius Professionals Practice Program Angkatan 4,3
1bd47095-8d5b-11ed-9e48-aa91c5a02ffe,Brand Campaign Intern,Belajar Birdsama Bluebird,1
659b4300-54ff-11ed-b209-b250481d78c3,Brand & Communications Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),3
5017e487-6f98-11ed-ab38-feb214c74b66,"Branding, Creative, and Design",Great ISS Internship Program (GETS Program),1
9fc6b562-6b05-11ed-8147-a2c3ec1c6e84,Branding & Promotion Intern,Lets Grow with Erajaya,3
255c617f-6c6b-11ed-934e-964ca1abcf1b,BUILDING & MAINTANANCE DEVELOPMENT,Energy Baru Terbarukan,2
d9fc465b-6c91-11ed-8441-22d0c8df9d48,BUILDING & MAINTENANCE,Optimalisasi Ukur dan Gambar Renovasi Toko Alfamart,3
055c11b6-6fc1-11ed-8b84-22d0c8df9d48,Business Administration Intern,Petrokimia Undergraduate Apprenticeship Program Cycle 4,3
81ec85aa-6ba7-11ed-bc50-b2867cbd16b8,Business Analyst,Implementasi dan pengembangan dalam Objective and Key Results,6
ed1fd06b-56cc-11ed-b186-36a705b63a4f,Business Analyst,Economic Feasibility Analysis & Traffic Volume Planning of Toll Road - Makassar,1
348fe57f-60bd-11ed-9380-320b4c7afbe7,Business Analyst - Jakarta (Head Office),ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1
98e60fc2-6ecb-11ed-9cff-0278cb7f6574,Business and Management Specialist,Belajar Birdsama Bluebird,1
8243a822-7061-11ed-b6f6-62d54cabf853,Business Development ,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,10
812ec61a-6faa-11ed-8b84-22d0c8df9d48,Business Development and Partnership,Implies Smart4.0 for Education ,10
6f44bffb-6ff9-11ed-b6f6-62d54cabf853,Business Development Intern,BNI Ekspor dan Diaspora,4
89519665-6bc7-11ed-934e-964ca1abcf1b,Business Development Specialist,OPTIMIZING QUALITY ON PREPAID TRANSACTION,2
30d01a1f-6c8c-11ed-8fcc-563600033649,Business Development Specialist,EXCELLENT HANDLING COMPLAIN,2
da1a3dba-7060-11ed-a7a1-0278cb7f6574,Business Executive ,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,12
88c90b4f-543d-11ed-8e0a-3642855f7e03,Business & Financial Analyst Intern,Analisa Bisnis dan Valuasi dalam Merger & Akuisisi dan Project Baru di Industri Infrastruktur,2
5cd13bc3-55ad-11ed-adef-fa00dd4e79e4,Business Intelligence Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1
5dfbfae6-6fb4-11ed-a7a1-0278cb7f6574,Business Intelligence Specialist,Belajar Birdsama Bluebird,1
23086668-6001-11ed-b7c7-aaf123262558,Business Ops Intern,Zenius Professionals Practice Program Angkatan 4,2
2f32c367-55aa-11ed-a8a3-d299d3302380,Business & Performance Management Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2
d8865ca5-60c8-11ed-9380-320b4c7afbe7,Business Process  Analyst - Jakarta (Head Office),ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,4
05cdf645-55a7-11ed-8e0a-3642855f7e03,Business Process Management Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),6
14411141-6fbb-11ed-83fd-7e8ddab09462,Business Program Development,Improving Performance Skill Through Project Management,10
fd87dc2f-5502-11ed-a443-0a3963f6cf56,Business Relation Management Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),4
31569864-60a5-11ed-b4b5-baaa6764964c,Business Representative - Bali,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1
a2a7e8e4-60a9-11ed-b4b5-baaa6764964c,Business Representative - Bandung,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1
7671c641-60ab-11ed-b7c7-aaf123262558,Business Representative - Banjarmasin,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1
300d3ac2-60b1-11ed-9380-320b4c7afbe7,Business Representative - Lampung,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1
ec089b98-60a7-11ed-b3af-8a7c8006de3f,Business Representative - Malang,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1
1b05e09a-60a7-11ed-b7c7-aaf123262558,Business Representative - Manado,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1
3db6bdc2-60ae-11ed-b3af-8a7c8006de3f,Business Representative - Pekanbaru,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1
fbe8141f-60b2-11ed-aaab-4a119f027d25,Business Representatives - Jakarta,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,4
0f12c54c-60cf-11ed-aaab-4a119f027d25,Business Representative - Surabaya,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1
a89dfe25-6ff5-11ed-83e6-668d7502ff5d,Business Research , Project-Based Learning Internship Bangbeli,3
96069a30-7ad0-11ed-b405-728dbbd1a348,Business Support,Business Support,1
f495a42e-81ba-11ed-b579-e28bf6b6d14d,Camera Person,Vocasia Internship Professional Edutech Program,1
f9b57f3d-55a9-11ed-a8a3-d299d3302380,Category Management Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1
36b7ef1f-6b95-11ed-8147-a2c3ec1c6e84,Central Warehouse Administration Assistant,Planter Development Program,2
9d4f92d7-5fe2-11ed-830e-b229ea0b86ea,Channel Survey & Audit Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1
6861a4c6-6fa1-11ed-ab38-feb214c74b66,Civil and Architecture Intern ,Petrokimia Undergraduate Apprenticeship Program Cycle 4,3
abec228b-54d4-11ed-8e0a-3642855f7e03,Civil Engineering Intern,Nusantara All Division ,2
bccaa5f4-6b03-11ed-bb11-f69d568c6c8e,Civil & Infrastructure Engineer Officer,Officer Development Program,1
b7184b01-63e3-11ed-8ffa-4eaca8c1bf53,Civil works and Structural Engineer,Aktifitas 1- Evaluasi Strategi Efisiensi Sumber Daya dalam Proses Produksi Methanol untuk mencapai PROPER Emas PT. KMI pada tahun 2023.,2
518da48c-6496-11ed-b74d-2af064b3727d,Civil works and Structural Engineer,"Aktifitas 2- Evaluasi Strategi Penurunan Emisi dalam Proses Produksi Methanol dengan memanfaatkan renewable energy dan optimasi permesinan, untuk mendukung target Net Zero Emission pada tahun 2060",2
e8794c01-64e4-11ed-bf50-124073a7b39a,Coach Assistant Intern (for Sekolah 4.0 Program), Orbit 4 Indonesia Internship Program,2
aed46810-64e3-11ed-8ebb-320b4c7afbe7,Coaches AI and Cloud Intern (Operations), Orbit 4 Indonesia Internship Program,3
deed8d3c-55a0-11ed-a443-0a3963f6cf56,Commerce Planning Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2
02f063d2-6c96-11ed-9738-0278cb7f6574,Commercial Excellence,Great ISS Internship Program (GETS Program),2
e41e8a06-642a-11ed-b5cc-0a223dcf0f66,Commercial Marketing Intern,Zenius Professionals Practice Program Angkatan 4,2
5430bcab-6b13-11ed-98f2-a6bfdab34a31,Commercial & Palm Logistic,Officer Development Program,4
f6648ddc-5667-11ed-b186-36a705b63a4f,Communication Intern - BSDT,[BSDT] Akselerasi dan Pengembangan Bisnis Perusahaan melalui Strategi Komunikasi Stakeholder,1
1d474a14-6b97-11ed-8225-d61b0e2692e7,Community Development Facilitator Assistant,Planter Development Program,4
458f8444-6fee-11ed-8b84-22d0c8df9d48,Community Development Interns,Improving Performance Skill Through Project Management,10
b85d7146-6bd9-11ed-9b00-0278cb7f6574,Community Empowerment Officer,Community Empowerment Officer,9
0283bc25-600c-11ed-b7c7-aaf123262558,Community Intern,Zenius Professionals Practice Program Angkatan 4,3
ca0635cc-566d-11ed-92ba-cac009710b2f,Comunication Intern,[MMN-JTSE] Pengembangan Bisnis Perusahaan melalui Optimalisasi Sumber Daya dan Analisa Peluang Improvement,1
8764a5e8-6ad4-11ed-931a-a6bfdab34a31,Conservation Database & Analysis Assistant,Planter Development Program,1
2b9dc1d1-600d-11ed-bb63-2e0edbdc1ce0,Contech Developer Intern,Zenius Professionals Practice Program Angkatan 4,5
ad67662b-6ff1-11ed-83fd-7e8ddab09462, Content Creator, Project-Based Learning Internship Bangbeli,6
d322d597-7add-11ed-a3f0-e28bf6b6d14d,Content Creator,Lets Grow with Erajaya,3
4a5f832a-6fad-11ed-9576-62d54cabf853,Content Creator,Implies Smart4.0 for Education ,10
ba8b1d4a-6b13-11ed-98f2-a6bfdab34a31,Content Creator & Talent Partnership Intern,Employer Branding Project,2
17df75e4-5500-11ed-b209-b250481d78c3,Content Lead Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),4
7758e6d3-7066-11ed-8312-feb214c74b66,Content Manager ,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,2
85c302c8-81ba-11ed-8c99-9aeeab388a33,Content Producer & Currator,Vocasia Internship Professional Edutech Program,2
edc2c875-6fe1-11ed-b6f6-62d54cabf853,Content Production and Streaming,Improving Performance Skill Through Project Management,10
3076dee2-7062-11ed-8312-feb214c74b66,Content Writer ,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,6
c83d8dec-64e0-11ed-8e15-4eaca8c1bf53,Content Writer Intern, Orbit 4 Indonesia Internship Program,3
53817f6b-670b-11ed-9ad9-5a2f049e0a05,Content Writer Marketplace,Lets Grow with Erajaya,2
1e7a02bb-6b01-11ed-8147-a2c3ec1c6e84,Continuous Improvement,Officer Development Program,3
f2f9b476-81bd-11ed-afe6-e28bf6b6d14d,Copywriter,Vocasia Internship Professional Edutech Program,5
c9a91d88-657d-11ed-ac0b-96cc8f5beea7,Copywriter Intern,Zenius Professionals Practice Program Angkatan 4,4
ed0114a8-54e0-11ed-8e0a-3642855f7e03,Core & Fiberaztion Project Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),5
4bc0fb24-6baf-11ed-98f2-a6bfdab34a31,Corporate Banking Strategy Intern,Corporate Banking Strategy Intern (COBA),3
832160be-54d5-11ed-8e0a-3642855f7e03,Corporate Communication & CSR Intern,Nusantara All Division ,1
1daea319-8590-11ed-a5b3-36fb96982c30,Corporate Communication Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2
f1cb16a2-54d6-11ed-b209-b250481d78c3,Corporate Communication Intern (Graphic Designer),Nusantara All Division ,1
8ea53811-6fbb-11ed-ab38-feb214c74b66,Corporate Communications Intern,Petrokimia Undergraduate Apprenticeship Program Cycle 4,3
b18c3c6e-6f9c-11ed-8b84-22d0c8df9d48,Corporate Finance Intern,Petrokimia Undergraduate Apprenticeship Program Cycle 4,6
99b4d178-8590-11ed-a5b3-36fb96982c30,Corporate Secretary Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1
727ba7f6-54d7-11ed-a443-0a3963f6cf56,Corporate Secretary Intern,Nusantara All Division ,1
9f3f366e-6653-11ed-9ad9-5a2f049e0a05,Creative Graphic Design Intern,Employer Branding Project,2
3fd79b95-64e3-11ed-8ebb-320b4c7afbe7,Creative Intern for Orbit Global Alliances, Orbit 4 Indonesia Internship Program,1
128ffa7c-6f95-11ed-9576-62d54cabf853,Creative Marketing Intern,Belajar Birdsama Bluebird,3
d5c67189-569c-11ed-a8eb-9a9247092b05,Creative Team,"Digital Talent for TikTok Content Creation, Live Streaming Shop, and Learning Development - Hakka Indonesia",11
4a788e9b-6ed1-11ed-9cff-0278cb7f6574,CRM Marketing (Operation) - Intern,Belajar Birdsama Bluebird,1
3918f5b9-8c25-11ed-81aa-fac4d2e980ef,CRM Ops Intern,Zenius Professionals Practice Program Angkatan 4,1
5a449fb3-60d7-11ed-aaab-4a119f027d25,Customare Care  - Jakarta,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,2
bd9b185e-6fae-11ed-ab38-feb214c74b66,Customer Acquisition and Business Development,Integration in The Educational Ecosystem,10
fb584450-6c8b-11ed-934e-964ca1abcf1b,CUSTOMER CARE,Optimalisasi layanan konsumen melalui channel email AlfaCare,4
ad7acd78-54df-11ed-a443-0a3963f6cf56,Customer Experience Management Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2
032ff23e-6ff4-11ed-a7a1-0278cb7f6574,Customer Service, Project-Based Learning Internship Bangbeli,6
dbb3e35b-6198-11ed-aaab-4a119f027d25,Customer Service Operation,Apprenticeship AEON Retail Sentul Branch,6
85b06efa-6191-11ed-9380-320b4c7afbe7,Customer Service Operation,Apprenticeship AEON Retail Jakarta Garden City Branch,6
7f38dcfd-616f-11ed-9380-320b4c7afbe7,Customer Service Operation,Apprenticeship AEON Retail BSD Branch,6
deac6baa-61a1-11ed-9380-320b4c7afbe7,Customer Service Retail,Apprenticeship AEON Retail Tanjung Barat Branch,4
d378e776-55a6-11ed-8e0a-3642855f7e03,CVM Data Science & Analytics Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2
fe113bd6-60dc-11ed-9958-e6768c594c9c,D2D Officer - JBA (Jakarta),ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1
131f4d7d-704d-11ed-a7a1-0278cb7f6574,Data Analyst,BNI Global Trade,2
f3f59567-6f98-11ed-9576-62d54cabf853,Data Analyst,Belajar Birdsama Bluebird,1
3055f672-6000-11ed-b4b5-baaa6764964c,Data Analyst Intern,Zenius Professionals Practice Program Angkatan 4,1
d5f98f09-64e1-11ed-b74d-2af064b3727d,Data Analyst Intern, Orbit 4 Indonesia Internship Program,1
a2845609-6f98-11ed-8b84-22d0c8df9d48,Data Engineer,Belajar Birdsama Bluebird,1
d52fc38c-6b12-11ed-8225-d61b0e2692e7,Data Engineering for Information Analyzer Project Intern,Data Engineering for Information Analyzer Project,3
eb891ca6-55ac-11ed-adef-fa00dd4e79e4,Data Governance Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),3
edc3475f-6aea-11ed-a22e-c63f61abb566,Data Governance & Master Data Management intern,Analyst for Data Privacy Program's Records of Processing Activities Implementation and Master Data Management,3
80fe8c5b-6ff6-11ed-83fd-7e8ddab09462,Data  & Growth Analyst, Project-Based Learning Internship Bangbeli,4
3d67e5a3-6c8e-11ed-8441-22d0c8df9d48,DATA INFORMATION SPECIALIST,Location & Development Dashboard with Google Looker Studio,2
c54e1efa-55a4-11ed-adef-fa00dd4e79e4,Data Integrity Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1
59e56a84-55a6-11ed-8e0a-3642855f7e03,Data Quality & Integrity Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1
4b872fd1-6f99-11ed-9576-62d54cabf853,Data Scientist,Belajar Birdsama Bluebird,1
5bcfefc8-6f97-11ed-a7a1-0278cb7f6574,Data Scientist,Departemen Audit Internal,1
f6ff6a99-654a-11ed-8642-0ec0e2c26b07,Data Scientist Intern,Lets Grow with Erajaya,4
ec25c4ab-6a3a-11ed-aad2-c63f61abb566,Data Support,Apprenticeship AEON Retail Jakarta Garden City Branch,2
22062203-6a3c-11ed-bcf7-7a198d98cc8b,Data Support,Apprenticeship AEON Retail Sentul Branch,2
f792766c-6a3c-11ed-aad2-c63f61abb566,Data Support,Apprenticeship AEON Retail Tanjung Barat Branch,2
6e94023a-6174-11ed-a376-0e835ac0e5ce,Data Support,Apprenticeship AEON Retail BSD Branch,5
d276e4bd-55da-11ed-a8eb-9a9247092b05,Department Store Merchandiser Officer,Learning Management di Head Office,10
1ea38346-6190-11ed-988f-e6768c594c9c,Designer Officer - Autopedia (Jakarta),ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1
3bfdf32f-66dc-11ed-bbef-2e218cacb4ef,Developer Training Content Intern,Digital Learning Development,2
a3f792e4-54e2-11ed-b2cf-8e356342aecb,DevOps Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),7
f9abc181-6bc3-11ed-9526-12fe73fa6d13,Digital Business Specialist,DIGITAL BUSINESS DEVELOPMENT,3
624a790f-54e0-11ed-a443-0a3963f6cf56,Digital Channel Touchpoint Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),3
59516ae2-6ed2-11ed-9cff-0278cb7f6574,Digital Content Intern,Belajar Birdsama Bluebird,1
46f8d097-60df-11ed-9958-e6768c594c9c,Digital Development - JBA (Jakarta),ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1
d5170f2b-654b-11ed-8642-0ec0e2c26b07,Digital Experience Salesforce Intern,Lets Grow with Erajaya,1
260b1914-55ae-11ed-9b1f-3642855f7e03,Digitalization Customer Contact Center Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),4
db7500b9-55ad-11ed-9b1f-3642855f7e03,Digitalization Enterprise Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),3
3ec8ec6a-6f99-11ed-83fd-7e8ddab09462,Digital Marketing,Great ISS Internship Program (GETS Program),1
2d14ebd1-54d6-11ed-b2cf-8e356342aecb,Digital Marketing,Nusantara All Division ,1
2c78ed1f-7060-11ed-8312-feb214c74b66,Digital Marketing ,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,5
c0826754-6fb0-11ed-83fd-7e8ddab09462,Digital Marketing & Event Management,Integration in The Educational Ecosystem,10
43f112d7-64df-11ed-aa64-3e2209ea9924,Digital Marketing Intern, Orbit 4 Indonesia Internship Program,1
2b4783e2-6bd6-11ed-934e-964ca1abcf1b,Digital Marketing Specialist,OPTIMIZING DIGITAL MARKETING MEMBER,3
1e3e190b-55a6-11ed-8e0a-3642855f7e03,Digital Touchpoint Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2
4cb990a7-6f97-11ed-83fd-7e8ddab09462,Diversity & Inclusion,Great ISS Internship Program (GETS Program),2
36755762-647d-11ed-b5cc-0a223dcf0f66,Drafter Intern,Lets Grow with Erajaya,5
d6596265-6723-11ed-ab03-d2f881693fc9,EBB Branding Specialist,EBB Branding Project,4
a7c194fd-6008-11ed-b7c7-aaf123262558,Economics Subject Research Intern,Zenius Professionals Practice Program Angkatan 4,2
e1963c67-64dc-11ed-b5cc-0a223dcf0f66,E-learning Content Creator Intern, Orbit 4 Indonesia Internship Program,5
16630686-6495-11ed-8ebb-320b4c7afbe7,Electrical and Instrumentation Engineer,"Aktifitas 2- Evaluasi Strategi Penurunan Emisi dalam Proses Produksi Methanol dengan memanfaatkan renewable energy dan optimasi permesinan, untuk mendukung target Net Zero Emission pada tahun 2060",2
5398821f-63e2-11ed-b5cc-0a223dcf0f66,Electrical and Instrumentation Engineer,Aktifitas 1- Evaluasi Strategi Efisiensi Sumber Daya dalam Proses Produksi Methanol untuk mencapai PROPER Emas PT. KMI pada tahun 2023.,2
515d90ce-6b14-11ed-98f2-a6bfdab34a31,Electrical & Instrument Engineering Assistant,Planter Development Program,2
f84cc433-6fa3-11ed-ab38-feb214c74b66,Electrical Intern,Petrokimia Undergraduate Apprenticeship Program Cycle 4,3
cdbfa9f3-5664-11ed-92ba-cac009710b2f,Electronic Pro Merchandiser Officer,Learning Management di Head Office,5
5046f9a0-5501-11ed-b209-b250481d78c3,Employee Relation Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2
af104022-5668-11ed-b186-36a705b63a4f,Engineering & Maintenance Intern ,"Analisa Struktur Jalan, Jembatan, Serta Bangunan Pendukung Lain Di Ruas Tol Seksi 1, 2, 3, Dan 4 Kota Makassar",2
98bb452b-6585-11ed-9da9-9afb6f59ce88,Engineering Supervisor ,Learning Management di Site Pertambangan Batubara,8
d9952d1c-604e-11ed-b3af-8a7c8006de3f,English Subject Content Intern,Zenius Professionals Practice Program Angkatan 4,1
350b9215-55a7-11ed-adef-fa00dd4e79e4,Enterprise Data Management Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2
2cb7554f-646f-11ed-b5cc-0a223dcf0f66,Environmental Impact Evaluator,Aktifitas 1- Evaluasi Strategi Efisiensi Sumber Daya dalam Proses Produksi Methanol untuk mencapai PROPER Emas PT. KMI pada tahun 2023.,4
37110588-6499-11ed-b5cc-0a223dcf0f66,Environmental Impact Evaluator,"Aktifitas 2- Evaluasi Strategi Penurunan Emisi dalam Proses Produksi Methanol dengan memanfaatkan renewable energy dan optimasi permesinan, untuk mendukung target Net Zero Emission pada tahun 2060",4
27c22420-543f-11ed-8e0a-3642855f7e03,Environment Engineering Intern,Analisa & Optimalisasi Pola Operasi & Maintenance Pembangkit Listrik Tenaga Air,1
924b2cd2-6ec8-11ed-9cff-0278cb7f6574,"ESG (Environmental, Social, and Good Corporate Governance) Specialist",Belajar Birdsama Bluebird,1
eb0a924c-8d65-11ed-918e-fe53fd1fa495,Estate Database & Analysis Officer,Officer Development Program,2
9c96cee8-647d-11ed-8ffa-4eaca8c1bf53,Estimator Intern,Lets Grow with Erajaya,2
6a7744f8-66e2-11ed-b864-9afb6f59ce88,E-tutorial Developer Intern,E-tutorial Procurement Process & e-Procurement ,2
2b2d138e-81bf-11ed-8c99-9aeeab388a33,Event Organizer & Broadcasting,Vocasia Internship Professional Edutech Program,5
bcc4f443-6cb4-11ed-98a6-964ca1abcf1b,Facilitator Reviewer Internship,Facilitator Reviewer Internship,1
392ca4f1-6f9a-11ed-9576-62d54cabf853,Facility Management System ,Great ISS Internship Program (GETS Program),3
d2300652-55a5-11ed-8e0a-3642855f7e03,Facility Planning & Development Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2
57132bbe-6bc8-11ed-acfa-feb214c74b66,Fasilitator Pendamping Access to Market (A2M) - BaLiKu,Fasilitator Pendamping Access to Market (A2M) di Remote Site (Pedesaan) ,10
129e25a1-6bc4-11ed-9526-12fe73fa6d13,Fasilitator Pendamping Access to Market (A2M) - Jawa Barat & Banten,Fasilitator Pendamping Access to Market (A2M) di Remote Site (Pedesaan) ,13
f02de9ed-6bc4-11ed-acfa-feb214c74b66,Fasilitator Pendamping Access to Market (A2M) - Jawa Tengah & Yogya,Fasilitator Pendamping Access to Market (A2M) di Remote Site (Pedesaan) ,15
f51eb862-6bc5-11ed-9b00-0278cb7f6574,Fasilitator Pendamping Access to Market (A2M) - Jawa Timur,Fasilitator Pendamping Access to Market (A2M) di Remote Site (Pedesaan) ,12
caaea5c4-6bc6-11ed-9b00-0278cb7f6574,Fasilitator Pendamping Access to Market (A2M) - Kalimantan,Fasilitator Pendamping Access to Market (A2M) di Remote Site (Pedesaan) ,5
92eccd7b-6bc7-11ed-9b00-0278cb7f6574,Fasilitator Pendamping Access to Market (A2M) - Sulawesi Selatan,Fasilitator Pendamping Access to Market (A2M) di Remote Site (Pedesaan) ,5
31f7225a-6bc3-11ed-9526-12fe73fa6d13,Fasilitator Pendamping Access to Market (A2M) - Sumatera Bagian Selatan,Fasilitator Pendamping Access to Market (A2M) di Remote Site (Pedesaan) ,15
4b92358f-6bc2-11ed-acfa-feb214c74b66,Fasilitator Pendamping Access to Market (A2M) - Sumatera bagian Tengah,Fasilitator Pendamping Access to Market (A2M) di Remote Site (Pedesaan) ,15
ad576212-6bbe-11ed-9b00-0278cb7f6574,Fasilitator Pendamping Access to Market (A2M)  - Sumatera Bagian Utara,Fasilitator Pendamping Access to Market (A2M) di Remote Site (Pedesaan) ,10
46019b3a-6bd0-11ed-acfa-feb214c74b66,Fasilitator Pendamping - BaLiKu,Fasilitator Pendamping Access to Knowledge (A2K) di Remote Site (Pedesaan),20
2ec9e283-6bcc-11ed-934e-964ca1abcf1b,Fasilitator Pendamping - Jawa Barat dan Banten,Fasilitator Pendamping Access to Knowledge (A2K) di Remote Site (Pedesaan),25
f916cd61-6bcc-11ed-acfa-feb214c74b66,Fasilitator Pendamping - Jawa Tengah dan Yogya,Fasilitator Pendamping Access to Knowledge (A2K) di Remote Site (Pedesaan),35
b1b51f3a-6bcd-11ed-9b00-0278cb7f6574,Fasilitator Pendamping - Jawa Timur,Fasilitator Pendamping Access to Knowledge (A2K) di Remote Site (Pedesaan),70
ae936783-6bce-11ed-9b00-0278cb7f6574,Fasilitator Pendamping - Kalimantan,Fasilitator Pendamping Access to Knowledge (A2K) di Remote Site (Pedesaan),30
76ee616f-6bcf-11ed-acfa-feb214c74b66,Fasilitator Pendamping - Sulawesi Selatan,Fasilitator Pendamping Access to Knowledge (A2K) di Remote Site (Pedesaan),20
63949ea5-6bcb-11ed-934e-964ca1abcf1b,Fasilitator Pendamping - Sumatera Bagian Selatan ,Fasilitator Pendamping Access to Knowledge (A2K) di Remote Site (Pedesaan),35
9710a35a-6bca-11ed-9b00-0278cb7f6574,Fasilitator Pendamping - Sumatera Bagian Tengah,Fasilitator Pendamping Access to Knowledge (A2K) di Remote Site (Pedesaan),105
b90d632d-6bc9-11ed-acfa-feb214c74b66,Fasilitator Pendamping - Sumatera Bagian Utara,Fasilitator Pendamping Access to Knowledge (A2K) di Remote Site (Pedesaan),60
55b12090-658a-11ed-9e59-0e61737a49bc,FATB Supervisor,Learning Management di Site Pertambangan Batubara,6
94984206-60d5-11ed-aaab-4a119f027d25,Fieldman - Makassar,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1
1440ecc8-6189-11ed-9380-320b4c7afbe7,Finance & Accounting Officer - Autopedia (Jakarta),ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1
68bc8e10-604d-11ed-b3af-8a7c8006de3f,"Finance, Accounting, & Tax (FAT) Intern",Zenius Professionals Practice Program Angkatan 4,2
9f8602bc-6a48-11ed-98e1-a2c3ec1c6e84,Finance and Administration Assistant,Planter Development Program,15
2b46961b-55ac-11ed-adef-fa00dd4e79e4,Finance Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2
b33ca994-6c99-11ed-9738-0278cb7f6574,Finance Planning & Analysis,Great ISS Internship Program (GETS Program),2
3fbe5bb4-6c69-11ed-934e-964ca1abcf1b,FINANCE TAX,Rekonsiliasi data PPN,1
e751c12a-6a3c-11ed-aad2-c63f61abb566,Financial Control Officer,Officer Development Program,4
4672a772-60de-11ed-9958-e6768c594c9c,Fleet Officer - JBA (Jakarta),ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1
