id,name,activity_name,quotas
dd8bf97a-566b-11ed-b186-36a705b63a4f,Flutter Developer Intern,"NITA, NISA, dan Digi Parking Mobile Apps. Development",3
30612c53-6c77-11ed-9b00-0278cb7f6574,FRANCHISE FINANCE,Otomatisasi Inputan Finance,1
fb91c5ab-6c91-11ed-8fcc-563600033649,FRANCHISE PARTNERSHIP,Optimalisasi Progres Toko GO Kemitraan,4
71542533-6c8f-11ed-9738-0278cb7f6574,FRANCHISE RELATION,Optimalisasi Penambahan Franchisee,2
2d63cf30-697c-11ed-96d2-ca8d597a923b,Franchise Relations Intern ,Indomaret Group Intern Program  (Batch 4) ,10
e1684392-706a-11ed-8312-feb214c74b66,Frontend Developer,Vocasia Internship Professional Edutech Program,5
75ee054b-6ff9-11ed-83e6-668d7502ff5d,FrontEnd Developer, Project-Based Learning Internship Bangbeli,2
5040ebc5-705b-11ed-83fd-7e8ddab09462,Fullstack Developer ,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,6
752a66ba-5669-11ed-b186-36a705b63a4f,Fullstack Developer Intern,"NITA, NISA, dan Digi Parking Mobile Apps. Development",3
b2e19e3f-6f98-11ed-8b84-22d0c8df9d48,Fungsional Riset dan Pengembangan Grup Penanganan dan Kerjasama APU PPT,Grup Penanganan APU PPT,1
53fb91bf-6fda-11ed-b6f6-62d54cabf853,General Affair Intern,Belajar Birdsama Bluebird,5
27c4b63d-60d4-11ed-aaab-4a119f027d25,General Affair Officer - Jakarta (Head Office),ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1
e163e1e4-6a3f-11ed-9797-7a198d98cc8b,Geographic Information System (GIS) Development Officer,Officer Development Program,4
94ea340d-55c6-11ed-a443-0a3963f6cf56,GIS & Hydraulic Network Simulation Operator,Efisiensi & Optimasi dalam Pengelolaan Perusahaan Pelayanan Air Bersih,2
941ce4bc-543d-11ed-9954-8e5ae7ce8135,GIS Impelementation Intern,Pemetaan Aset Tol menggunakan GIS,1
612fb79b-6f95-11ed-ab38-feb214c74b66,Golang Engineer,Belajar Birdsama Bluebird,13
9e8b0dcf-6ca1-11ed-8441-22d0c8df9d48,Google Sites Development Specialist, GOOGLE SITES DEVELOPMENT,2
3b19eb4f-5fff-11ed-b7c7-aaf123262558,Government Relations Intern,Zenius Professionals Practice Program Angkatan 4,3
88ef4e57-5a7d-11ed-a233-7a77835150ba,Graphic Designer,[MMN-JTSE] Pengembangan Bisnis Perusahaan melalui Optimalisasi Sumber Daya dan Analisa Peluang Improvement,1
01696876-6fe3-11ed-ab38-feb214c74b66,Graphic Designer,Improving Performance Skill Through Project Management,10
de3dadfc-81bc-11ed-b579-e28bf6b6d14d,Graphic Designer,Vocasia Internship Professional Edutech Program,2
050eb8d1-6ff3-11ed-83e6-668d7502ff5d,Graphic Designer, Project-Based Learning Internship Bangbeli,6
5bbedc0c-705e-11ed-9540-86f9589d528b,Graphic Designer ,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,8
fd4abb4a-6547-11ed-8642-0ec0e2c26b07,Graphic Designer Intern,Lets Grow with Erajaya,7
b0bbaf71-64e0-11ed-aa64-3e2209ea9924,Graphic Designer Intern, Orbit 4 Indonesia Internship Program,5
250630cb-6b0e-11ed-8147-a2c3ec1c6e84,Graphic Designer & Video Editor,Officer Development Program,3
07d4cd32-601a-11ed-b7c7-aaf123262558,Graphic Design Intern,Zenius Professionals Practice Program Angkatan 4,5
42a09f9a-8c26-11ed-9e9a-62db5b15d3c3,Growth Ops Intern,Zenius Professionals Practice Program Angkatan 4,1
5bcb17e1-55ac-11ed-9b1f-3642855f7e03,GSMA API Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1
8c196c95-5501-11ed-b209-b250481d78c3,Hacking Detection Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2
5d72b526-55aa-11ed-b209-b250481d78c3,HC Digitalization & Resource Management Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2
3ffe1a02-6fa0-11ed-9576-62d54cabf853,"Health, Safety, and Environment (HSE)",Great ISS Internship Program (GETS Program),4
249db3cf-6a49-11ed-931a-a6bfdab34a31,Heavy Equipment & Transportation Assistant,Planter Development Program,10
0986561d-55af-11ed-9b1f-3642855f7e03,Helpdesk & Quality Assurance Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1
700541ce-602a-11ed-bb63-2e0edbdc1ce0,History Subject Research Intern,Zenius Professionals Practice Program Angkatan 4,1
0fee2703-55a3-11ed-a8a3-d299d3302380,Home Business Operation Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),5
1acb9e86-55a4-11ed-a8a3-d299d3302380,Home Deployment Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),3
1d2f2c34-55ab-11ed-adef-fa00dd4e79e4,Home Marketing Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),3
7ed42732-6caa-11ed-8441-22d0c8df9d48,HR Administrator,ARCHIVE MANAGEMENT OF EMPLOYMENT,2
7663b907-6589-11ed-9da9-9afb6f59ce88,HRGA Supervisor ,Learning Management di Site Pertambangan Batubara,6
18d83918-6a28-11ed-8014-f69d568c6c8e,HR-General Affair Officer,PAN 8 Sragen Internship Program (PSIP),3
00561939-6fef-11ed-ab38-feb214c74b66,HR Generalist,Improving Performance Skill Through Project Management,10
f309a577-6fd9-11ed-b6f6-62d54cabf853,HR Pengemudi Intern,Belajar Birdsama Bluebird,5
198a2d45-7a0d-11ed-a6c1-2615bc75a6a3,HR People Development,PAN 8 Sragen Internship Program (PSIP),4
6aab6727-665b-11ed-9ad9-5a2f049e0a05,HR Project Intern,Learning Gamification,4
d31a68ff-7a13-11ed-a6c1-2615bc75a6a3,HR Recruitment and Selection,PAN 8 Sragen Internship Program (PSIP),2
bfd410d2-74c6-11ed-b73d-f24ca90833fc,HR Specialist,Huawei Roll Out & Manage Service Internship,4
b20e9ec6-6a26-11ed-8ebe-a6bfdab34a31,HR Technology Officer,PAN 8 Sragen Internship Program (PSIP),3
12bf15f7-6172-11ed-9958-e6768c594c9c,HR Training Coordinator,Apprenticeship AEON Retail BSD Branch,10
8bf923da-619a-11ed-b3d1-4eaca8c1bf53,HR Training Coordinator,Apprenticeship AEON Retail Sentul Branch,3
202348c1-6193-11ed-aaab-4a119f027d25,HR Training Coordinator,Apprenticeship AEON Retail Jakarta Garden City Branch,3
7a41d68d-61a3-11ed-b3d1-4eaca8c1bf53,HR Training Coordinator,Apprenticeship AEON Retail Tanjung Barat Branch,3
bbff1a82-55ae-11ed-9b1f-3642855f7e03,HSE Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1
3374387f-654c-11ed-8642-0ec0e2c26b07,HTML Designer Intern,Lets Grow with Erajaya,1
593d8bd3-6a42-11ed-aad2-c63f61abb566,Human Capital Intern ,Indomaret Group Intern Program  (Batch 4) ,10
8580a3c8-60b4-11ed-aaab-4a119f027d25,Human Capital – People & Organizational Development Analyst - Jakarta (Head Office),ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1
6d188ede-616d-11ed-aaab-4a119f027d25,Human Capital  - Training & Development - Jakarta (Head Office),ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,2
d11505cf-6fbd-11ed-b6f6-62d54cabf853,Human Resource Management,Petrokimia Undergraduate Apprenticeship Program Cycle 4,3
1c97e813-569c-11ed-a8eb-9a9247092b05,Human Resources,"Digital Talent for TikTok Content Creation, Live Streaming Shop, and Learning Development - Hakka Indonesia",3
f0231d8b-6acc-11ed-a781-f69d568c6c8e,Human Resources Business Partner,Officer Development Program,1
493b9961-543f-11ed-9954-8e5ae7ce8135,Human Resources Intern,Nusantara All Division ,3
c5ff27c7-642b-11ed-a83c-3a4baf24a13a,Illustrator Intern,Zenius Professionals Practice Program Angkatan 4,2
edee2053-7063-11ed-83e6-668d7502ff5d,Ilustrator,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,4
c35a36eb-6974-11ed-b4f9-023305eb73ef,Industrial Engineering,PAN 8 Sragen Internship Program (PSIP),8
b4a9f475-6fb0-11ed-83fd-7e8ddab09462,Informatics Intern,Petrokimia Undergraduate Apprenticeship Program Cycle 4,5
1af90686-6fba-11ed-ab38-feb214c74b66,Information Management System Intern,Petrokimia Undergraduate Apprenticeship Program Cycle 4,3
8eb6a0e4-6fa1-11ed-8b84-22d0c8df9d48,Information Technology,Great ISS Internship Program (GETS Program),4
da5e675b-6981-11ed-8ebe-a6bfdab34a31,Information Technology Intern,Indomaret Group Intern Program  (Batch 4) ,10
3e7e7191-6bc9-11ed-acfa-feb214c74b66,Infrastructure & Network Engineering Officer,Officer Development Program,2
d3a0443f-6fa2-11ed-83fd-7e8ddab09462,Instumentation Intern,Petrokimia Undergraduate Apprenticeship Program Cycle 4,3
9ad413fa-6720-11ed-98f0-d6bd1ff96cc1,Integration Developer,Basic Banking Services - IT  Service Integration Design and Delivery,3
2d23f515-5440-11ed-9954-8e5ae7ce8135,Internal Audit Intern,Nusantara All Division ,2
2cf99feb-60c3-11ed-9958-e6768c594c9c,Internal Audit - Jakarta (Head Office),ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,4
36557798-6ecf-11ed-818c-feb214c74b66,Internal Communication - Intern,Belajar Birdsama Bluebird,1
b997104f-6546-11ed-8642-0ec0e2c26b07,Intern Assessor,Lets Grow with Erajaya,1
f1d28842-6548-11ed-8642-0ec0e2c26b07,Intern Creative Design ,Lets Grow with Erajaya,1
8739d3a1-647e-11ed-b5cc-0a223dcf0f66,Intern HC Business Partner,Lets Grow with Erajaya,3
0b9538f3-647f-11ed-b5cc-0a223dcf0f66,Intern HC Database,Lets Grow with Erajaya,2
77fcda73-6548-11ed-8642-0ec0e2c26b07,Intern HC Database (ATS Project) ,Lets Grow with Erajaya,1
55906a3a-68b7-11ed-ba6b-9afb6f59ce88,Intern Support Staff,Lets Grow with Erajaya,13
1d7e5b5d-6547-11ed-8642-0ec0e2c26b07,Intern Talent Management,Lets Grow with Erajaya,1
77fecff1-6547-11ed-8642-0ec0e2c26b07,Intern Talent Sourcing,Lets Grow with Erajaya,3
252e6cfa-55a5-11ed-adef-fa00dd4e79e4,IoT & Big Data Product Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),3
1c9c4540-5994-11ed-b671-9a11a71e1f1e,IT  Application Officer  ,Learning Management di Head Office,5
f42bf00d-5e83-11ed-b6f7-5eff1ddf5f5b,IT Application Officer for HR Project,Learning Management di Head Office,5
1ca933a6-6b26-11ed-8225-d61b0e2692e7,IT Developer,Developer IT di BTPN Syariah,8
16599424-616e-11ed-aaab-4a119f027d25,IT  Digital Business - Autopedia (Jakarta),ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,2
bfd77d50-543e-11ed-a443-0a3963f6cf56,IT Engineer,Analisa & Optimalisasi Pola Operasi & Maintenance Pembangkit Listrik Tenaga Air,1
6d128598-6b1e-11ed-a22e-c63f61abb566,IT Front End  Android & Web Developer,IT Front End Android & Web Developer for Aksesmu,2
398b6377-54e1-11ed-a8a3-d299d3302380,IT Infrastructure Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),4
48d1479e-55c0-11ed-adef-fa00dd4e79e4,IT Intern,Akselerasi Proses Digitalisasi Layanan Customer di Jalan Tol,3
694e0ad6-704e-11ed-a7a1-0278cb7f6574,IT Intern,BNI Digitalisasi Credit Operations,2
1e60de07-6f97-11ed-a7a1-0278cb7f6574,IT Product Manager,Belajar Birdsama Bluebird,2
4a01fc20-6c71-11ed-8441-22d0c8df9d48,IT PROJECT BACK END AKSESMU,Enhancement Project Aksesmu (Back-End),3
97c4c166-60be-11ed-9958-e6768c594c9c,IT Solution Developer - Jakarta (Head Office),ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1
aec06260-705d-11ed-b6f6-62d54cabf853,Junior Analyst,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,10
0fd63416-7067-11ed-a7a1-0278cb7f6574,Jurnalis,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,4
9346e95b-6c67-11ed-8fcc-563600033649,Knowledge Management Specialist,KNOWLEDGE MANAGEMENT SYSTEM DEVELOPMENT,4
a106b57c-6c95-11ed-8441-22d0c8df9d48,KNOWLEDGE MANAGEMENT SPECIALIST,Optimize Knowledge Management Function & Measurement,3
c2d3416a-6c6d-11ed-8441-22d0c8df9d48,Lawson Fix Asset Specialist,LAWSON FIX ASSET DEVELOPMENT,2
8e62eb83-6c6b-11ed-8441-22d0c8df9d48,Lawson Learning Design Specialist,LAWSON DIGITAL LEARNING DEVELOPMENT,2
03990354-6c6a-11ed-9b00-0278cb7f6574,Lawson Recruitment & Selection Specialist,LAWSON RECRUITMENT BUSINESS PROCESS DEVELOPMENT,6
0b3765ce-64e3-11ed-8ebb-320b4c7afbe7,Lead Generations Intern for Orbit Global Alliances, Orbit 4 Indonesia Internship Program,2
1bf78908-64e1-11ed-8ebb-320b4c7afbe7,Lead Generations Intern for Orbit Jobs, Orbit 4 Indonesia Internship Program,2
d49d032d-5349-11ed-8a48-0ac884c1cee7,Learning & Culture Development Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2
9cf52f79-6c90-11ed-9738-0278cb7f6574,Learning Dan+Dan,Optimalisasi Program Pembelajaran E-Learning Dan+Dan,1
8693ea72-569d-11ed-a8eb-9a9247092b05,Learning dan Development,"Digital Talent for TikTok Content Creation, Live Streaming Shop, and Learning Development - Hakka Indonesia",8
369b9c96-6ca2-11ed-934e-964ca1abcf1b,LEARNING DESIGN,Pembuatan Media Informasi & Media Pembelajaran,3
22ed5177-6bcb-11ed-934e-964ca1abcf1b,Learning Design Specialist,DIGITAL LEARNING DEVELOPMENT,3
95d804d5-6bcc-11ed-934e-964ca1abcf1b,Learning Design Specialist,PENGEMBANGAN MODUL PEMBELAJARAN,4
3dad4731-6f96-11ed-8b84-22d0c8df9d48,Learning & Development,Great ISS Internship Program (GETS Program),3
a3845356-6af9-11ed-8225-d61b0e2692e7,Learning & Development Officer,Officer Development Program,3
a8d3be05-6a3a-11ed-aad2-c63f61abb566,Learning & Development Project Intern,Learning & Development Project,4
8394a0db-6ca5-11ed-9738-0278cb7f6574,LEARNING OPERATION,Standardisasi Pengelolaan Learning Center Alfamart,33
2f9af15b-6ba9-11ed-8225-d61b0e2692e7,Learning Operation Specialist,OPTIMALISASI LEARNING & DEVELOPMENT,14
455a902c-6af8-11ed-a22e-c63f61abb566,Learning Operation Specialist,PENGEMBANGAN VOKASI ALFA CLASS,2
efc2b2b5-6c6e-11ed-9b00-0278cb7f6574,Learning Operation Specialist,LAWSON OPTIMALISASI LEARNING & DEVELOPMENT,2
009110d8-6b27-11ed-98f2-a6bfdab34a31,Learning Specialist,Learning Specialist for Business Learning,5
82439503-6f9c-11ed-8b84-22d0c8df9d48,Legal,Great ISS Internship Program (GETS Program),2
540a80a8-601f-11ed-b4b5-baaa6764964c,Legal Intern,Zenius Professionals Practice Program Angkatan 4,1
95499347-543e-11ed-a443-0a3963f6cf56,Legal Intern,Nusantara All Division ,2
104207b6-6042-11ed-b4b5-baaa6764964c,Live Ops Intern,Zenius Professionals Practice Program Angkatan 4,3
3578fe98-569e-11ed-a8eb-9a9247092b05,Live Streamer Host,"Digital Talent for TikTok Content Creation, Live Streaming Shop, and Learning Development - Hakka Indonesia",22
d7d0deea-569e-11ed-92ba-cac009710b2f,Live Streamer Operation,"Digital Talent for TikTok Content Creation, Live Streaming Shop, and Learning Development - Hakka Indonesia",22
8e246030-6ecd-11ed-9161-22d0c8df9d48,Logistic Analyst,Belajar Birdsama Bluebird,1
d2e344e3-6c8e-11ed-8441-22d0c8df9d48,LOGISTIC DATA ANALTYC,Optimalisasi Service Level & Out of Stock (OOS),64
5c73afcf-647a-11ed-8ebb-320b4c7afbe7,Machinery Engineer,"Aktifitas 2- Evaluasi Strategi Penurunan Emisi dalam Proses Produksi Methanol dengan memanfaatkan renewable energy dan optimasi permesinan, untuk mendukung target Net Zero Emission pada tahun 2060",2
abdea47a-63bc-11ed-87e2-3e2209ea9924,Machinery Engineer,Aktifitas 1- Evaluasi Strategi Efisiensi Sumber Daya dalam Proses Produksi Methanol untuk mencapai PROPER Emas PT. KMI pada tahun 2023.,2
0924b5f1-6f28-11ed-9cff-0278cb7f6574,Magang Publikasi Literasi,Magang Pengembang Publikasi Karya Literasi,12
80aa2131-6bd4-11ed-acfa-feb214c74b66,Maintenance Controller,Implementasi dan pengembangan dalam Objective and Key Results,2
9171565b-6c78-11ed-934e-964ca1abcf1b,MANAGEMENT INFORMATION SPECIALIST,Human Capital System Analyst,2
c8f76a9f-6a40-11ed-931a-a6bfdab34a31,Marcomm Employer Branding Marketing Sustainable Campaign and Brand Evangelist Intern,"Employer Branding, Sustainable Campaign and Brand Evangelist",3
fb7145e1-6ed0-11ed-9161-22d0c8df9d48,Marketing Analytic and Insight - Intern,Belajar Birdsama Bluebird,1
3085a08d-858f-11ed-800f-de2ee9baf231,Marketing Communication  Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1
03bca350-60d8-11ed-aaab-4a119f027d25,Marketing Communication - JBA (Jakarta),ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1
ceeb7b7e-6c9c-11ed-9c3c-feb214c74b66,Marketing Data Analys,Marketing Data Analytic,2
5e1aea41-6ca6-11ed-8fcc-563600033649,MARKETING DEVELOPMENT AKSESMU,Optimize Aksesmu Marketing Strategy,4
33e0c448-6981-11ed-8014-f69d568c6c8e,Marketing  Digital & Media Communication Intern,Indomaret Group Intern Program  (Batch 4) ,10
61027da9-599d-11ed-b1fc-7a77835150ba,Marketing Graphic Designer Staff,Learning Management di Head Office,5
3ad12efb-5443-11ed-9954-8e5ae7ce8135,Marketing (Makassar),[MMN-JTSE] Pengembangan Bisnis Perusahaan melalui Optimalisasi Sumber Daya dan Analisa Peluang Improvement,1
41fcd19f-6bc9-11ed-acfa-feb214c74b66,Marketing Research Development Specialist,MARKETING RESEARCH DEVELOPMENT,2
c71e9bed-5502-11ed-b209-b250481d78c3,Mass Market Commercial Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2
dd11887b-55a2-11ed-a443-0a3963f6cf56,Mass Segment - A/B testing Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1
3882c0dd-55a2-11ed-a8a3-d299d3302380,Mass Segment - Creative Development Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1
9a46f955-55a2-11ed-8e0a-3642855f7e03,Mass Segment - Device Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1
6b0d2873-55a2-11ed-adef-fa00dd4e79e4,Mass Segment - Digital Content Growth Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1
fa1bdc54-55a1-11ed-b209-b250481d78c3,Mass Segment - Media Content Management Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1
8831154c-55a1-11ed-a443-0a3963f6cf56,Mass Segment - Media Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1
4346fbbc-6045-11ed-b3af-8a7c8006de3f,Mathematics Specialist Intern,Zenius Professionals Practice Program Angkatan 4,1
7b7e6805-649f-11ed-bf50-124073a7b39a,Mathematics Subject Research Intern,Zenius Professionals Practice Program Angkatan 4,9
16753215-55c4-11ed-b209-b250481d78c3,Mechanical & Electrical ,Efisiensi & Optimasi dalam Pengelolaan Perusahaan Pelayanan Air Bersih,2
59fbb102-63ba-11ed-8ebb-320b4c7afbe7,Mechanical Engineer,Aktifitas 1- Evaluasi Strategi Efisiensi Sumber Daya dalam Proses Produksi Methanol untuk mencapai PROPER Emas PT. KMI pada tahun 2023.,2
329c1c48-6473-11ed-803d-3e2209ea9924,Mechanical Engineer,"Aktifitas 2- Evaluasi Strategi Penurunan Emisi dalam Proses Produksi Methanol dengan memanfaatkan renewable energy dan optimasi permesinan, untuk mendukung target Net Zero Emission pada tahun 2060",2
375e204a-6fa2-11ed-ab38-feb214c74b66,Mechanical Intern,Petrokimia Undergraduate Apprenticeship Program Cycle 4,6
5b572744-6979-11ed-a94f-be5cff234d68,Mechanic Officer ,PAN 8 Sragen Internship Program (PSIP),16
25d6aca8-6b15-11ed-8147-a2c3ec1c6e84,Mechanization Analyst Assistant,Planter Development Program,4
190c24ec-6b10-11ed-8147-a2c3ec1c6e84,Mechanization Data Analyst,Officer Development Program,2
310776c0-7505-11ed-b175-b2d858cc7bd2,Metaverse Developer Intern,BNI Digital Talent Thematic Internship,12
09cf8dcf-7506-11ed-b175-b2d858cc7bd2,Microfrontend Developer Intern,BNI Digital Talent Thematic Internship,10
c5b4d903-6b08-11ed-a22e-c63f61abb566,Mill Data Analysis Officer,Officer Development Program,2
d853b23e-6a47-11ed-a781-f69d568c6c8e,Mill Engineering Assistant,Planter Development Program,15
32d854c1-6b0a-11ed-98f2-a6bfdab34a31,Mill Production & Performance Engineer,Officer Development Program,2
f9974e7c-619b-11ed-b3d1-4eaca8c1bf53,MMD ( Merchandise Management Division),Apprenticeship AEON Retail Sentul Branch,2
4acd5b64-6179-11ed-988f-e6768c594c9c,MMD (Merchandise Management Division),Apprenticeship AEON Retail BSD Branch,2
6a05145c-6196-11ed-aaab-4a119f027d25,MMD (Merchandise Management Division),Apprenticeship AEON Retail Jakarta Garden City Branch,2
085b96db-61a6-11ed-988f-e6768c594c9c,MMD (Merchandise Management Division),Apprenticeship AEON Retail Tanjung Barat Branch,2
558d0747-705c-11ed-a7a1-0278cb7f6574,Mobile Developer ,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,4
b09d4e85-858e-11ed-a5b3-36fb96982c30,Modern Channel Digital Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1
30ef6f70-6581-11ed-9e59-0e61737a49bc,Motion Graphic Intern,Zenius Professionals Practice Program Angkatan 4,1
e1739fd5-55a9-11ed-adef-fa00dd4e79e4,Multimedia Officer,Learning Management di Head Office,8
a8c29fc2-55a0-11ed-a443-0a3963f6cf56,Network Planning Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2
257e38dc-5502-11ed-b209-b250481d78c3,New Ventures & Technology Incubation Intern (IoT/AI/5G Product),DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),13
22e3b932-66de-11ed-bbef-2e218cacb4ef,Non-core Technology Analyst Intern,Communication Request Dashboard,2
d3868ee1-55aa-11ed-9b1f-3642855f7e03,Omnichannel Management Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),4
785e83c3-6f9a-11ed-ab38-feb214c74b66,Operational - Intern,Belajar Birdsama Bluebird,2
89df01a4-616b-11ed-aaab-4a119f027d25,Operation Development CAP (Caroline Purchase) -  Autopedia (Jakarta),ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1
f9b40880-616a-11ed-b3d1-4eaca8c1bf53,Operation Development CAS (Caroline Selection) - Autopedia (Jakarta),ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1
c3385cc1-6b08-11ed-8225-d61b0e2692e7,Operation & IT Management Office Officer,"Pengukuhan metode pengukuran productivity pada unit kerja Proofing, Rekonsiliasi dan Custody Operations",4
ae3fe61a-55c1-11ed-a8a3-d299d3302380,Operation & Proses Analyst,Efisiensi & Optimasi dalam Pengelolaan Perusahaan Pelayanan Air Bersih,2
d7c305fe-6197-11ed-a376-0e835ac0e5ce,Operation Ratail,Apprenticeship AEON Retail Sentul Branch,12
bf159360-616d-11ed-a376-0e835ac0e5ce,Operation Retail,Apprenticeship AEON Retail BSD Branch,8
a909a65e-616d-11ed-9380-320b4c7afbe7,Operation Retail,Apprenticeship AEON Retail Jakarta Garden City Branch,12
258cb44a-619f-11ed-988f-e6768c594c9c,Operation Retail,Apprenticeship AEON Retail Tanjung Barat Branch,8
1d03e22a-6fb1-11ed-83fd-7e8ddab09462,Organization & Development  Intern,Belajar Birdsama Bluebird,2
0d75abf7-6a44-11ed-aad2-c63f61abb566,Organization Development Officer,Officer Development Program,3
956071e2-55c6-11ed-adef-fa00dd4e79e4,Organization Development Officer,Learning Management di Head Office,3
165dd15f-6c99-11ed-9738-0278cb7f6574,ORGANIZATION DEVELOPMENT SPECIALIST,Performance Management & Data Analyst,1
d3db5ea6-81b9-11ed-838e-727c8458646b,Partnership,Vocasia Internship Professional Edutech Program,10
5f9df4f6-6ad0-11ed-931a-a6bfdab34a31,Partnership Administration Officer,Officer Development Program,2
2da1b84e-6fb5-11ed-ab38-feb214c74b66,Partnership and Marketing,Improving Performance Skill Through Project Management,10
8997196d-604c-11ed-b3af-8a7c8006de3f,Partnership Intern,Zenius Professionals Practice Program Angkatan 4,2
9493f4f6-64e3-11ed-b74d-2af064b3727d,Partnership Intern, Orbit 4 Indonesia Internship Program,5
8d67430d-618d-11ed-9380-320b4c7afbe7,Partnership Officer - Autopedia (Jakarta),ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1
9873a407-55aa-11ed-b209-b250481d78c3,Partnership & Reseller Channel Management Intern,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2
e264a4aa-6f22-11ed-8b84-22d0c8df9d48,Pendampingan Literasi Berbasis Proyek Bercerita/Storytelling,Magang Pendamping Klub Literasi Sekolah,16
ac0d9c6a-655a-11ed-86a5-72953e81fc60,Pendamping Kewirausahaan,Magang Bersertifikat Pendampingan Koperasi dan Pelaku Usaha DIY,10
6d387df9-6559-11ed-840e-9a7ed5513e9d,Pendamping Koperasi,Magang Bersertifikat Pendampingan Koperasi dan Pelaku Usaha DIY,10
440bc874-6f02-11ed-9576-62d54cabf853,Pendamping Literasi Berbasis Proyek Cerita Pendek,Magang Pendamping Klub Literasi Sekolah,16
ef2fa4c0-6f1e-11ed-ab38-feb214c74b66,Pendamping Literasi Berbasis Proyek Jurnalistik,Magang Pendamping Klub Literasi Sekolah,16
228a04c1-656b-11ed-9e59-0e61737a49bc,Pendamping Pemasaran Produk di Teras Malioboro ,Magang Bersertifikat Pendampingan Koperasi dan Pelaku Usaha DIY,10
2a41a139-656a-11ed-ac0b-96cc8f5beea7,Pendamping Pembiayaan KUMKM,Magang Bersertifikat Pendampingan Koperasi dan Pelaku Usaha DIY,10
e13805d9-6557-11ed-8642-0ec0e2c26b07,Pendamping UMKM,Magang Bersertifikat Pendampingan Koperasi dan Pelaku Usaha DIY,10
f7ce63f2-6fde-11ed-b6f6-62d54cabf853,Pengelola Biodiversitas Tropis,Manajemen Biodiversitas Tropis,15
d9cf43e9-70a5-11ed-83e6-668d7502ff5d,Pengelola dan pengolah data Satuan Pengawas Internal,Pembelajaran Tata Kelola dalam Fasilitasi Peningkatan Mutu Penyelenggaraan Pendidikan Tinggi,1
65a378ed-7097-11ed-83e6-668d7502ff5d,Pengelola dan pengolah data Sistem Informasi,Pembelajaran Tata Kelola dalam Fasilitasi Peningkatan Mutu Penyelenggaraan Pendidikan Tinggi,3
95439161-70b5-11ed-8312-feb214c74b66,Pengelola Hubungan Masyarakat (Humas),Pembelajaran Tata Kelola dalam Fasilitasi Peningkatan Mutu Penyelenggaraan Pendidikan Tinggi,4
